Gripo,Labasan ng tubig mula sa tubo o poso.,Gripo,Gripo,Sira ang gripo sa loob.,Guba ang gripo sa sulod.,Naperdi adiay gripo iddiay uneg.
Gubat,Kakahuyan.,Talon,Kabakiran,Sa gubat matatagpuan ang mga malalaking ahas.,Sa talon makit-an ya mga dagko nga man-og.,Iddiay kabairan makita agidiay dadakkel nga uleg.
Gugo,Pagsisiyampo o pagguggugo.,Gugo,Siyampwan,Lagyan mo ng gugo yung buhok ng kapatid mo.,Butangan mo sang gugo ang buhok sang utod mo.,Siyampwam adiay buok iti kabsat mo.
Gugol,Panahong inukol sa isang bagay.,Ginagamit,Gamgamiten,Ang oras ko y gingugol ko sa pag-aalaga ng bata.,Ginagamit ko ang oras ko sa pagbantay ka mga bata.,Gamgamitek iti oras ko iti panag-awawir iti ubing.
Guhit,"Linya, raya, gurlis.",Kurit,Kurit,Lagyan mo ng guhit yan.,Butangi sang kurit na.,Ikkam iti kurit dayta.
Guhitan,Bahagi ng bibig na pinagbabaunan ng mga ngipin.,Kuritan,Kuritan,Guhitan mo yon.,Kuritan mo ina.,Kuritam daydiay.
Guho,"Giba, bagsak, lagpak.",Guba,Perdi,Nagulat sila sa pagguho ng bahay na iyon.,Nakibot sila sa pag guba sang balay didto.,Nakigtot da iddiay pannakaperdi na adiay balay nga daydiay.
Gulaman,Isang pagkaing gawa mula sa dagat.,Haliya,Gulaman,Ang sarap ng gulaman.,Kanamit sang haliya.,Nagimas adiay gulaman.
Gulang,"Edad, taon, tanda, kahinugan.",Edad,Tawen,Siyam na taong gulng na siya.,Nuwebe anyos na ang iya nga edad.,Siyam nga tawen isunan.
Gulanit,Isang uri ng basahan na punit punit.,Rabot,Lupot,Gamitin mo pamunas yang gulanit.,Gamitan mo sang pang trapo inang rabot.,Gamitem pangnisnis ata lupot.
Gulantang,"Gulat, gitla, mangha.",Nakibot,Nakigtot,Nagulantang sila sa ingay na malakas.,Nakibot sila sang kusog  nga tingug.,Nakigtot da iddiay uni nga napigsa.
Gulapay,Hirap na pagbangon o pagkilos dahil sa pananamlay.,Luya,Agkakapsot,Si Erika ay gulapay.,Si Erika naga luya.,Agkakapsot ni Erika.
Gulat,"Gitla, gulantang, takot, sindak.",Kibot,Kigtot,Gulat na gulat siya sa aking surpresa.,Nakibot sya sa akon nga gi pakita.,Nakigtot isuna iddiay surpresak.
Gulay,"Pagkaing halaman, ugat at dahon.",Gulay,Nateng,Ang sarap kumain ng gulay.,Kanamit magkaon sang gulay.,Nagimas mangan nateng.
Gulo,"Gusot, ligalig.",Ribok,Gulo,Ang gulo ng paligid.,Sobra ka ribok ya dalan.,Naggulo iti palibot.
Gulod,"Mataas na lupa, ibabaw ng burol.",Bangid,Turod,Ayon ang gulod.,Amuto ang bangid.,Adiay tii turod.
Gulok,"Itak, tabak.",Bolo,Bulo,May gulok akong dala.,May bolo ko nga dala.,Adda bulok nga dala.
Gulugod,Isa itong butong panlikod o kolumnang pangbrtebrado,Gulugod,Gulugod,Ang gulugod ay makikita sa likod ng tao.,Ang gulugod kay makita sa likod ka tawo.,Makita iti gulugod iddiay likod iti tao.
Guluhin,Pagsasawalang-ayos o paggulo.,Patalangon,Riribuken,Wag niyong guluhin.,Indi ninyo patalangon.,Madi yu nga riribuken.
Gumaan,Pagpapagaan sa isang bagay o sa pakiramdam.,Nagmag-an,Lumagan,Gumaan ng kaunti ang aking pakiramdam.,Nagmag-an man kadali ang akon nga pamatyagan.,Lumagan atoy pakiramdam ko.
Gumamela,Isang uri ng bulaklak.,Gumamela,Gumamela,Ang ganda ng gumamela.,Ka gwapa sang gumamela.,Nagmayat diay gumamela.
Gumon,"Badbad, lublob, pagkasugapa.",Pagtubog,Luglog,Kanina pa siya nakagumon sa tubig.,Kagina pa sya nag pagtubog sa tubig.,Tattay pay isuna aglugluglog iddiay danum.
Gunaw,Pgagkawasak o pagkawala dahil sa isang dilubyo.,Dula,Runaw,Nagunaw ang mundo.,Nadula ya kalibutan.,Narunaw atoy lubong.
Gunawin,PAGWAWASAK O PAGSISIRA.,Tunawon,Runawen,Gunawin niyo na ang mundong ito.,Tunawon don ninyo ang kalibutan nga ini.,Runawen yu atoy lubong nga daytoy.
Gunggong,"Tanga, ungas, tunggak, hangal.",Ignorante,Nanengneng,Gunggong ka siguro.,Ignorante ka basi.,Nanengneng ka siguro.
Guniguni,"Kinikita, bisyon, haraya.",Huna huna,Arapaap,Guniguni mo lang ang lahat.,Huna-huna mo lang ang tanan.,Arapaap mo lang dayta.
Gunita,Pag-alala sa isang pangyayari na naganap sa iyong buhay o pangyayari sa buhay ng ibang tao.,Handumun,Lagip,Gunitain natin ang mga nakalipas.,Handumun naton ang nag agi.,Lagipen ta agidiay naglabas.
Gunitain,Pag-alala sa mga nangyari.,Dumdumon,Lagipen,Gunitain natin ang mga masasayang araw na magkasama tayo.,Dumdumon naton ya mga masadya nga adlaw sa nag upod ta.,Lagipen ta agidiay aldaw nga agkinnadwa ta.
Gunting,Isang aparato na ginagamit panggunting.,Gunting,Kartib,Ang talim ng gunting.,Katalum sang gunting.,Nagtadem adiay kartib.
Guntingin,Paggupit sa isang bagay.,Guntingon,"Kartiben, kartibem",Guntingin mo ang damit na yan.,Guntingon mo ng bayo nga na.,Kartibem ata bado ga dayta.
Gupit,"Pagputol sa buhok, papel, damit atbp.",Utdon,Pukis,Magpagupit ka sa tatay mo.,Magpa utod ka kay tatay mo.,Agpapukis ka kinni tatang mo.
Gupitan,Pagputol sa buhok.,Utdon,Pukisan,Gupitan natin ang buhok mo.,Utdon naton buhok mo.,Pukisan ta ta buok mo.
Gurlis,Maliit na hiwang pahilis.,Lagub,Sugat,May gurlis ang kapatid ko.,May lagub ya utod ko.,Adda sugat na adiay kabsat ko.
Gusali,"Edipisyo na ginagawang bahay , opisina at iba pa.",Opisina,Opisina,Ang taas ng gusali.,Kataas sang opisina.,Nagngato adiay opisina.
Gusot,"Lukot, hindi ayos, gulo.",Yukot,Kuleng,Bawal ang may gusot na damit.,Bawal ang may yukot nga bayo.,Bawal iti adda kuleng kuleng na nga bado.
Gusto,"Nais, ibig, pita.",Gusto,Kayat,Gusto kitang mahalin.,Gusto taka palangga-on.,Kayat ka ayaten.
Gusutin,Paggusot o paggulo sa isang bagay.,Yukoton,Yukoten,Gusutin mo yang damit.,Yukoton mo ng bayo mo.,Yukotem ta bado.
Gutay,"Walat, punit punit.",Gisi,Pisang,Gutay-gutay ang salawal niya.,Gisi ang iya short.,Adda pisang na adiay sapin na.
Gutom,Pagkagutom.,Gutom,Mabisin,Gutom na talaga ang aking aso.,Gutom nagid ang akon ido.,Mabisinak talagan.
Guwang,Uka o butas na malaki.,Buho,Abot,May guwang ang damit mo.,May buho ang bayo mo.,Adda abot na ta badom.
Guwantes,Sapin sa kamay na naisusuot ang mga daliri.,Gwantes,Guantes,Akin ang guwantes na ito.,Akon ning gwantes ngani.,Kukuak atoy guantes nga daytoy.
Guwardiya,"Tanod, bantay, tagapag-alaga.",Guwardiya,Agbanbantay,Guwardiya ang tatay niya.,Guwardiya ya tatay nya.,Agbanbantay ni tatang na.
Hindi,"Tanggi, hindi, pagsang-ayon.",Hindi,Madi,Hindi kita mahal.,Indi taka palangga.,Madi ka ay-ayaten
Hinga,Paglabas at pagpasok ng hangin sa ilong.,Ginhawa,Anges,Hindi ako maka hinga.,Indi ko ka ginhawa.,Madi ak maka anges
Hingal,"Hagok, habol ang hininga.",Hapo,Al-al,Nahingal ako sa pagtakbo.,Nahapo ko ka dalagan.,Nagal-alak iti pinagtaray ko.
Hinggil,"Tungkol sa, ayon sa.",Tungod sa,Maipapan,Ang pinag-uusapan nila ay hinggil sa pag-aaral.,Ya gin isturyahan nila tungod sa pag iskwela.,Pagtungtungtungan da ket maipapan iti pinagadal.
Hingi,Npaghingi ng anumang uri ng bagay.,Ngayo,Dawat,Pahingi ng ulam,Pangayo sang sud-an.,Padawat man sida.
Hinhin,"Kapinuhan, tining, kabinian, bini.",Maogdang,Naemma,Ang hinhin nyang sumayaw.,Maogdang sya magsa-ot.,Naginnayad isuna agsala
Hininga,Hanging lumalabas at pumapasok sa bibig.,Ginhawa,Sang-aw,Ang baho ng kanyang hininga.,Baho sang iya ginhawa.,Nagbangset sang-aw na.
Hinog,"Magulang, maaari nang kainin.",Luto,Naluom,Hinog na ang bunga ng mangga.,Luto na ang bunga sang mangga.,Naluom adiay bunga iti manggan
Hinto,"Tigil, tahan, para, lubay.",Untat,Sardeng,Ihinto mo ang sasakyan,Untat mo ang salakyan.,Isareing mo ata lugan
Hirati,"Mamihasa, kaugalian, kasanayan.",Nasanayan,Nasanay,Nahirati siya na lagi akong nasa tabi niya.,Nasanayan sya nga pirme ko sa tapad niya.,Nasanay suna nga kanayunak aradiay abay na.
Hirin,"Bikig, bilaok, bulon.",Dunlan,Naapdukan,Nahirinan siya sa pagkain,Dunlan siya sa pagkaon.,Naapdukan isuna iti panagkaan
Hita,Bahagi ng katawan mula singit hanggang tuhod.,Pa-a,Luppo,Ang itim ng aking hita.,Maitom ang akon pa-a.,Nagngiset atoy luppok
Hithit,"Sipsip, supsop.",Supsop,Hithit,Wag mong hithitin yang shabu.,Hindi pag supsop inang shabu.,Madim hithithiten ata shabu.
Hitik,Maraming bunga o bulaklak na pananim.,Damo,Nagado,Hitik na hitik ng bunga ang mangga,Damo ang bunga sang mangga.,Nagado iti bunga na adiay mangga
Hitsura,"Anyo, tikas, tindig, hugis, pigura, porma.",Itsura,Rupa,Ang puti ng kanyang hitsura.,Kaputi sang iya itsura.,Nagpudaw rupa na.
Hiwa,"Taga, gilit, gayat, hilis.",Hiwa,Ilgat,Nahiwa ko ang karne.,Nahiwa ko ya karne.,Nailgat ko adiay karne
Hiwaga,"Misteryo, talinghaga, kababalaghan.",Misteryo,Misteryo,May hiwaga ang daan na  yan,May misteryo ang dalan nga ina.,Adda misteryo na ata nga dalan
Hiwalay,"Pagbukod, paglayo, pagtiwalag.",Bulagay,sina,Sanay hindi tayo maghiwalay.,Tani indi kita magbulag.,Sapayla kuma ta madi ta agsina.
Hiwatig,Nangangahulugang gustong iparinig o ipaalam.,Ipabalo,paamo,Gusto kong ipahiwatig ang nararamdaman ko.,Gusto ko ipabalo ang nabatyagan ko.,Kayat ko ipakammo iti maritritnak.
Hiya,Pangingimi dahil sa pagkakagawa o pagsasalita ng di tama.,Huya,Baen,Akoy may hiya sa aking sarili.,May huya ko sa akon kaugalingon.,Adda baen ko iti bagik
Hiyang,Kasanayan sa panahon o bagay.,Sanay,Hiyang,Hiyang ako sa sabon na ginamit ko.,Sanay ko sa sabon nga gigamit ko.,Hiyangak iddiay sabon nga ginamit ko.
Hiyas,"Batong palamuti, alahas.",Alahas,Alahas,Nasa akin ang hiyas.,Ara sa akon ang alahas.,Aradtoy kanyak adiay hiyas
Hiyaw,"Sigaw, palahaw, bulyaw, tawag na malakas.",Singgit,Pukkaw,May narinig akong hiyaw,May nabati-an ako nga singgit.,Adda nangngeg ko nga nagpukkaw
Ho,Paggalang sa matatangda,Po,Po,Ano ho?,Ano po?,Inya po?
Hubad,Walang suot na damit.,Uba,Labus,Hubad na hubad siya ng makita ko,Uba sya nga makita ako.,Nakalabus idi nakitak isuna
Hubo,Walang salawal.,Ubahon,Labus,Naghubo si kuya kanina,Nag uba sa kuya kagina.,Naglabos ni manong tattay
Hubog,"Kurba, arko, hutok, korte.",Kurba,Hulma,Ang ganda ng hubog ng kanyang katawan.,Kanami sang kurba sa iya lawas.,Nagmayat iti hulma na ata bagi mon
Hudyat,"Senyal, tanda, palatandaan, signal.",Pahibalo,Signal,Makinig sa hudyat.,Pamati sa pahibalo.,Dumngeg iddiay signal.
Hukuman,Nangangahulugang korte.,Korte,Korte,Pumunta sila sa  hukuman.,Naglakat sila sa korte.,Napan da iddiay korte.
Hula,"Manghula, hulaan, humula.",Hula,Pugtwan,Hulaan mo nga ang laman nito.,i-hula mo ning sulod sini.,Pugtwam man iti karga na daytoy.
Huli,kahuli-hulihan.,punta,udi,Nasa huli siya.,Ara sya sa punta.,Aradiay udi isuna.
Hulma,"Hugisan, amag, hulmahan.",Kurbahan,Panakadamili,Mali ang hulma ng tinapay.,Mali ya kurbahan sang tinapay.,Mali iti panakadamili na adiay tinapay
Hulog,"Grasya, mabuting kapalaran, basbas.",Ginhulog,tinnag,Hulog ka ng langit.,Ginhulog ka sang langit.,Intinnag ka iti langit
Humaba,"Pahabain, habaan, dugtungan, pahabaan.",Naglaba,umatiddog,Humaba pa sana ang ating buhay.,Naglaba pa tani ang aton nga buhi.,Umatiddog pay kuma iti biyag mo
Humahangos,Nangangahulugang nagmamadali,Gadali,Agdardaras,Humahangos akong umuwi sa bahay,Gadali ko mag-uli  sa balay.,Agdardarasak nga nagawed iddiay balay
Humanap,"Hanapin, maghangad, hangarin.",Pangitaon,Agbiruk,Humanap ako ng kakaiba.,Pangita ko sang lain.,Agbirok ka iti nayhabhabali
Humila,"Humatak, batakin.",Butong,Gumuyod,Ako ang humila ng tali.,Ako ang nag butong sang higot.,Siak iti gimmuyod adiay tali
Humilig,"Dumahilig, humapay, ihilig, humilis.",Sandig,Sandig,Humilig ako kanina.,Nag sandig ko kaina.,Nagsandigak tattay.
Humingi,"Magmakaawa, pakiusap, magpalimos.",Nangayo,Dummawat,Humingi ako ng kanin.,Nangayo ko sang kan-on.,Dimmawatak iti innapoy
Humpak,Nangangahulugang malalim.,Dalom,Adalem,Sobrang humpak ng dagat.,Pirti ka dalum ka dagat.,Nagadalem launay adiay baybay.
Humpay,"Hinto, tigil.",Pundo,Sardeng,Ihumpay mo na ang iyong bisiyo,Pundo na ka imo nga bisyo.,Likayam ata bisyo mon
Humupa,"Tumila, umimpis, humina, umurong.",Naguntat,Nagsardeng,Humupa na ang ulan,Naguntat na ang ulan.,Nagsardeng iti tudon
Huni,"Tinig ng ibon o kuliglig, tinig na walang salita.,",huni,Uni,Ang ganda ng huni ng mga ibon.,Kanami sang huni ka pispis.,Kay-ayo iti uni iti billit
Hurado,Ay isang nanumpang katawan ng mga tao na tinipon upang magbigay ng isang pinapanigang hatol.,Hurado,Hurado,Ako ang isa sa mga hurado sa sayawan.,Ako ang isa ka hurado sa sautan.,Siak iti maysa nga hurado iddiay salaan.
Husto,"Tama, sapat.",Tama,Tama,Husto na ang aking kaalaman.,Tama na ya akon natun-an.,Husto na atoy nagadalak
Huthot,Nangangahulugang pag-ubos ng salapi ng iba.,Huthot,Huthot,Palagi ka na lang hut-hot ng huthot,Pirmi kanalng ga huthot.,Kanayon kalanginin nga dawat nga dawat
Hutok,"Bali, baluktot, liko, arko.",Kurba,Killo,Nahutok ang ang mga paa ko,Nag kurba ya mga tiil ko.,Nakillo atoy saka kon
Huwad,"imitasyon, palsipikado.",peke,peke,Huwad ang kuwintas niya.,peke ya kulintas nya.,Peke adiay kwentas na
Huwag,"Saway, pagbabawal.",Hindi,Madi,Huwag kang magmahal ng pangit.,Hindi ka magpalangga sang law-ay.,Madi ka agayat ti nagalas
Huwaran,Isang modelo.,Sulondan,Modelo,Huwaran ang aking ina,Sulondan ya akon nanay.,Modela iti inang ko.
Huwarin,"Tularan, gayahin, gayahan.",Ilugon,Tuladen,Huwarin niyo ang mga taong yan,Ilugon nyo ang mga tao nga na.,Tuladen yu dagita tao nga dayta
Iabot,Pag-abot ng anumang uri ng bagay.,Ihatag,Iyawat,Iabot mo sa kanya ang kanyang pagkain.,Ihatag sa iya ang iya pagkaun.,Iyawat mo kanyana adiay makan
Iaboy,Nangangahulugang paalisin.,Pahalinon,Paikkaten,Iaboy mo nga ang mga kabayo,Pahalinon mo ang mga kabayo.,Paikkatem dagita kabalyo
Ialay,Ay ang pagbibigay o pag aalay.,Ihatag,Isagut,Ialay mo ang iyong buhay.,Ihatag mo ang imo kabuhi.,Isagut mo ata biyag mo
Ibig,"Pag-ibig, pagsinta, pagliyag.",Gusto,Ayat,Iba ang ibig sabihin ng ating ina.,Lain ang gusto ipaabot sang atun nanay.,Sabali ti kayat  na saw-in da inang da
Idaing,Nangangahulugang dumaing.,Reklamo,Iyareng-ing,Idaing mo sa akin ang lahat.,I reklamo mo sa akon tanan.,Iyareng-ing mo amin kaniak
Iglap,"Sandali, saglit.",Gilayon,Kanito,Sa isang iglap nawala ang lahat,Sa isa ka gilayon nadula ang tanan.,Iti maysa a kanito napukaw amin
Igpaw,"Lundag, sagpang, salta, paltok, lukso, igtad.",Lukso,Lagto,Umigpaw siya sa bintana,Nag lukso sya sa bintana.,Tumpuwak isuna iddiay tawa
Igsi,Nangangahulugang maliit o maikli.,Gamay,Bassit,Ang igsi ng kanyang damit.,Ka gamay sang iya bayo.,Nagbassit adiay bado na
Igtad,"Ilag, igpaw, lundag, lukso.",Lukso,Lagto,Umigtad siya sa lubid,Mag lukso sya sa pisi.,Naglagto isun iddiay tali
Igting,"Higpit, banat, tangtang, bagting, bintad.",Hugton,irot,Igtingan mo pa ang pagkakatali,Hugton mo pa ya pag higot.,Irotam pay iti pagkakagalot na
Igupo,"Siran, wasakin.",Palutas,Iremrem,Igupo mo ang mga kaaway,I palutas mo ang mga kalaban.,Iremrem mo dagita kalaban
Ihagis,Salitang nangangahulugan ng paghahagis ng isang bagay.,Ihaboy,Ipurwak,Ihagis mo ang pala,Ihaboy mo ang pala.,Ipurwak mo dayta pala
Ihain,Ibigay o ipagkaloob.,Ibutang,Idasar,Ihain na ang pagkain.,Ibutang na ang pagkaun.,Idasar mo ata makanen
Ihalili,Nangangahulugang ipalit.,Iilis,Isukat,Ihalili mo sakin,Iilis mo sa akon.,Isukat mo kanyak
Ihampas,Hamppasin o paluin.,Ibunal,"bakanatan, Bakanatam",Ihampas sa aking likuran.,Ibunal sa akon likod.,Bakanatam adiay likod ko
Ihanda,Nangangahulugang maghanda.,Iandam,Isagana,Ihanda ang kawal.,Iandam ang kawal.,Isaganam dagita suldado
Ihandog,"Pamimigay , pagbbigay, paghandog.",Itangyag,Isagut,Ihandog ang mga bata,Itangyag ang mga bata.,Isagut agita ubbing
Iharap,"Ipaharap , paglalagay sa harap.",Iharap,Isango,Iharap ang taksil sa akin,Iharap ng traydor sa akon.,Isango yu a diay nagbasol kaniak
Ipangtanggol,Pagtatanggol ng iba o ng sarili dahil inaapi.,Ipagtanggol,Salakan,Sanay akoy iyong ipagtanggol ,Tani ako imo ipagtanggol.,Nasanayak nga isalsalakan nak
Ipahintulot,Nangangahulugang payagan.,Sugtan,Ipalubos,Hinihingi ko ang iyong pahintulot,Ginapangayo ko ang sugtan mo,Dawdawatik iti palubos mo
Ipaloob,Nangangahulugang ilagay sa loob.,Ipaloob,Ipauneg,Ipaloob mo ito sa iyong sulat,Ipaloob muni sa imo sulat.,Ipauneg mo atoy dita surat mo
Ipamahagi,Nangangahulugang ipamigay.,Ihatag,Iwaras,Nais kong ipamahagi ang aking panalo.,Gusto ko ihatag ang akon nadag an.,Kayat ko nga iwaras atoy inabak ko
Ipangako,Nangangahulugang magpangako.,Ipangako,Ikari,"Ipangako mo sakin,di mo ako iiwan",Ipangako mo sa akon di moko bayaan.,Ikarim kaniak dinak ibat-bati
Ipaubaya,Pagpapaubaya o pagbibigay.,Ihatag,Ipiyar,Ipaubaya mo sa akin ang lahat.,Ihatag mo sa akon ang tanan.,Ipiyar mo amin kaniak
Ipikit,Pagpikit ng mga mata.,Ipikit,Ikidem,Ipikit ang ating mga mata.,Ipikit ang at mga mata.un,Ikidim tayo dagitoy mata tayo
Ipis,Isang uri ng insekto.,Tanga,Ipes,Takot ako sa ipis.,Hadlok ko sa tanga.,Mabutingak iti ipes
Ipit,"Pisil, pindot, sipit, talsok.",Ipit,Ipit,Siya ay na ipit sa mesa.,Naipit sya sa lamisa.,Naipit isuna iddiay lamesaan
Ipitin,Nangangahulugan ng pag-iipit.,Ipiton,Ipiten,Wag mo akong ipitin,Hindi moko pag ipiton.,Madi nak man ipiten
Ipon,"Tipon, impok, koleksiyon, bunton, tago.",Ipon,Urnong,Ako ay may ipon sa bahay.,May ipon ko sa balay.,Adda urnong ko iddiay balay
Ipunin,Nangangahulugan ng pag-iipon .,Ipunon,"Urnongen, urnongem",Ipunin mo ang aking pera sa bangko.,Ipunon mo sa bangko ya akon kwarta.,Urnongem atoy perak iddiay bangko
Iral,"Pananatili, pangingibabaw.",Paayon,Pairalen,Wag pairalin ang katamaran.,Hindi pag paayon ya katamadan.,Madim pairalen iti kasadotan.
Irap,Sulyap o tinging matalim.,Tulok nga malain,Kusilap,Inirapan niya ako kanina,Gin tulok nga malain nya ko kaina.,Kinusilapan nak tattay
Irog,Nangangahulugang  mahal.,Hinigugma,Ayat, Irog kung sinisinta,Hiniguma ko nga ginapangaluyagan.,Ayyatin ka
Isa,Nangangahulugang iisa.,Isa,Maysa,Isa lang ang aking mahal.,Isa lang ang akon palangga.,Maysa lang iti kayat ko
Isabog,Nangangahulugang iitsa.,Isab-og,Ipurwak,Isabog mo ang palay,Isab-og mo ang palay.,Ipurwak mo dagita pagay
Isakay,Nangangahulugang pagsasakay.,Isakay,Iyangkas,Isakay sa likod ng sasakyan.,Isakay sa likod sang salakyan.,Iyangkas mo ta likod iti lugan
Isalansan,Nangangahulugang iayos.,Itumpok,Isalansan,Isalansan mo ang mga plato.,Itumpok mo ang mga plato.,Isalansan mo dagita plato.
Isangguni,Nangangahulugang ipaalam.,Ipamangkot,Ipakaammo,Isangguni mo sa ating barangay,Ipamangkot mo sa aton barangay.,Ipakaammom iti barangay tayo
Isauli,Pagsasauli ng anumang bagay na hiniram.,Iuli,Isuble,Isauli  sa tunay na may ari.,Iuli sa tuod nga tag iya.,Isublem iti tunay nga makin kanya
Isawsaw,Nangangahulugang pagsasawsaw.,Isawsaw,Idippel,Bawal isawsaw ang hindi isaw.,Bawal Isawsaw ang hindi isaw.,Bawal idippel iti bagis.
Isda,Hayop na naninirahan sa tubig.,Isda,Lames,Kumain ako ng isda.,Nagkaun ko sa isda.,Nanganak iti lames
Isinauli,Pagsasauli ng anumang bagay na hiniram.,Gin-uli,Insubli,Isinauli ko ang nakita kong pera.,Gin-uli ko ang nakita ko nga kwarta.,Insublik adiay nakitak nga pera
Isinumpa,Nangangahulugang pagsusumpa.,Ginsumpa,Inkari,Isinumpa ako ng lola ko.,Ginsumpa ko sang lola mo.,Inkari nak ni lelang ko
Isip,"Muni, nilay, bulay, kuro, palagay.",Huna-huna,Panunot,Isip ko ay na lilito.,Huna-huna ko naga libog.,Panunot ko ki magulgulwan
Isipan,"Pag-iisip, isip.",Matyagon,Sintido,Masakit ang aking isipan.,Sakit ya akon matyagon.,Nasakit iti sintedok
Isipin,"Pag-iisip, pagmumuni-muni.",Huna-hunaon,Panunoten,Masakit isipin na mahal kita.,Sakit huna-hunaon nga palangga taka.,Nasakit nga panunoten nga ay-ayatin ka
Isiwalat,Nangangahulugang ipaalam.o ipatid.,Ipahayag,Ipaammo,Nais kong isiwalat sa karamihan.,Usto ko ipahayag sa tanan.,Kayat ko nga ipammo iti kaadwan
Isod,Nangangahulugang lumayo ng kunti mula sa pagkakadikit.,Kon sa bagay,Padengdeng,Paisod nga ng kunti,Ibug kon sa bagay sang gamay.,Agpadengdeng kayo man bassit
Ispeling,"Baybay, pagbaybay.",Ispeling,ispiling,Mali ang aking ispeling.,Mali ang akon ispeling.,Mali iti ispiling ko
Ita,Maliliit na taong maitim.,Ita,Ita,Maraming ita sa bundok,Damo sang ita sa bukid.,Ado iti ita iddiay bantay
Itaas,Ibabaw ng hagdan.,Taas,Ingato,Itaas ang bandila.,Ipataas ang bandila pa bawbaw.,Ingato iti badila
Itaboy,Nangangahulugang paalisin.,Pahalinon,Paikkaten,Itaboy niyo ang mga daga,Pahalinon mo ang mga kabayo.,Paikkaten yu dagita utot
Itak,"Gulok, kampit, kutsilyo.",Kutsilyo,Buneng,Matulis ang itak ni itay.,Linon nyo ya mga daga.,Natadem adiay buneng da tatang
Itakda,"Ilaan, pagtakdaan, paglaanan.",Itakda,Ikiddeng,Itakda sa tamang oras.,Itakda sa tama nga panahon.,Ikkideng mo iti usto nga oras
Itakwil,"Nangangahulugan paalisin , iwan o itaboy.",Palayason,Ilaksid,Bakit ka itatakwil kung wala kang kasalanan,Nga a ka  palayasun kung wala ka nahimu nga sala.,Apay ta ilaksid daka nu awan iti basol mo
Itanong,Nangangahulugang itanong.,Ipamangkot,Idamag,Itanong mo sa nakakatanda.,Ipamangkot mo sa mga mal-am.,Idamag mo dita babbaket.
Itapon,Pagtatapon ng anumang uri ng bagay na hindi na kailangan o giangamit.,Ihaboy,Ibilleng,Itapon mo sa basurahan,Ihaboy mo sa basurahan.,Ibilleng mo iddiay basuraan.
Itatag,Nagngahuugan ng pagtatag o itinatatag.,Ipatindog,Itakder,Itatag ang ating bayan.,Ipatindog ang atun lugar.,Itakder iti ili tayo.
Itatwa,Takwil o itanggi.,Di maangkon,Ilibak,Wag mong itatwa ang iyong inay,DI maangkon ang imo nanay.,Madi mo nga ilibak da inang mo.
Itik,Isang uri ng pato.,Bibi,Itik,Ang liit ng mga itik.,Kagamay sang mga  bibi.,Nagbassit iti itik.
Itim,"Kulau uling, madilim.",Itom,Nangiset,Ang itim ng kanyang buhok.,Ka itom sang iya buhok.,Nagngiset adiay buok na
Itindig,Matingkad na pagtayo.,Itindog,Itakder,Itindig mo ang iyong kapatid,Itindog mo ang imo utod.,Itakder mo atay kabsat mo
Itiwalag,Nangangahulugang paalisin o tanggalin o ihiwalay.,Pahalinon,Isina,Itiwalag ang mga makasalanan,Pahalinon ya mga makasasala.,Isina dagidiay managbasol
Itlog,Pinagmulan ng sisiw.,Itlog,Iklog,Kumain ako ng itlog na nilaga.,Nagkaun ko sang itlog nga nilaga.,Nanganak iti inlingta nga iklog
Ito,"Iri, dini, dito, ganito, heto.",Ini,Daytoy,Ito ang ating bayan.,Amo ini ang atun lugar.,Daytoy iti ili tayo
Itudla,Itama o itapat sa titirahin.,Tamaan,Ibatog,Itudla mo sa kanya.,Tamaan mo sa iya.,Ibatog mo kanyana.
Itulot,Nangangahulugang payagan.,Tugotan,Ipalubos,Itulot mong siya'y umalis,Tugotan mo nga mahalin sya.,Ipalubos mon nga pumanaw suna
Iunat,Nangangahuugang unatin.,Unaton,"Bennaten, bennatem",Iunat mo nga yang mga paa mo.,Unaton mo ng mga tiil mo.,Bennatem man ta sakam.
Iyakin,Nangangahulugan na laging umiyak o madalas ag pag-iyak.,Palahibi,Langgong,Iyakin ako nuong bata.,Palahibi ko sang bata.,Langgongak di ubingak
Iyan,Pagtuturo ng bagay na malapit sa kausap.,Ina,Dayta,Iyan ang aming bahay.,Ina ang amun balay.,Dayta iti balay mi
Iyo,Nagngahulugang sayo.,Imo,Kanyam,Sa iyo lang ako.,Sa imo lang ako.,Kanya nak lang
Iyon,"Iyan, Yaon, doon, gayon, hayun.",Ina,Daydiay,Iyon ang nanay ko.,Ina ang nanay ko.,Daydiay da nanang ko
Laan,Reserba,Reserba,Reserba,Saan nakalaan ang pera ,Diin Naka reserba ang kwarta.,Ayannadtoy nakayreserba diay perak
Laba,Paglilinis ng damit sa tubig na may sabon.,Maglabada,Laba,Naglaba ako sa ilog.,Maglabada ko sa sapa.,Naglaba ak diay kanal
Labag,"Laban , kontra, salungat.",Kontra,supiat,Labag sa aking kalooban ang mag-isa.,Kontra sa akon buot ang isahanun.,Nasupiat ti nakim ko nga agmaymaysa
Labaha,Pang ahit ng balbas,Pagbarbas,Labahas,Labaha ang ginamit  sa bigute niya,Pagbarbas ang ginagamit sa bungot na.,Labahas ti inaramat nanga pinangbarbas
Lagi,"Parati,lagi,",Permi,Kananayon,Lagi kitang nakikita,Permi taka makit an.,Kanayon ka nga makitkita
